,nonsense,arabic,english 
4489,نطلب 0000,نطلب ,We ask
4490,دواء 0000,دواء ,medicine
4491,العدد 0000,العدد ,the number
4492,سنفعله 0000,سنفعله ,We will do it
4493,أبناء 0000,أبناء ,children
4494,ماكان 0000,ماكان ,What was
4495,إجتماع 0000,إجتماع ,meeting
4496,مطلقا 0000,مطلقا ,never
4497,أباك 0000,أباك ,your father
4498,كسرت 0000,كسرت ,Broken
4499,مارثا 0000,مارثا ,Martha
4500,يخص 0000,يخص ,Regards
4501,أتوقف 0000,أتوقف ,I stop
4502,الرياضية 0000,الرياضية ,Sport
4503,تذكري 0000,تذكري ,Remember
4504,بيوم 0000,بيوم ,Day
4505,مغلقة 0000,مغلقة ,Closed
4506,لوثر 0000,لوثر ,Luther
4507,قيل 0000,قيل ,It was said
4508,تعبت 0000,تعبت ,get tired
4509,حريق 0000,حريق ,a fire
4510,بنفسها 0000,بنفسها ,by herself
4511,وليست 0000,وليست ,And not
4512,يذهبون 0000,يذهبون ,They go
4513,يفسر 0000,يفسر ,Explain
4514,نأمل 0000,نأمل ,We hope
4515,تبين 0000,تبين ,Show
4516,الإسبوع 0000,الإسبوع ,the week
4517,أفريقيا 0000,أفريقيا ,Africa
4518,للإهتمام 0000,للإهتمام ,Attention
4519,حالات 0000,حالات ,cases
4520,مارس 0000,مارس ,March
4521,فعلتي 0000,فعلتي ,You did
4522,إد 0000,إد ,so
4523,خزانة 0000,خزانة ,Closet
4524,فتاتي 0000,فتاتي ,my girl
4525,سامي 0000,سامي ,High
4526,أووه 0000,أووه ,Oh
4527,مونيكا 0000,مونيكا ,Monica
4528,أتخيل 0000,أتخيل ,I imagine
4529,الحقائق 0000,الحقائق ,the facts
4530,أسنان 0000,أسنان ,teeth
4531,الموجودة 0000,الموجودة ,Existing
4532,بعضكم 0000,بعضكم ,some of you
4533,تحبها 0000,تحبها ,You love her
4534,الفرنسية 0000,الفرنسية ,French
4535,مرح 0000,مرح ,cheerful
4536,مصابة 0000,مصابة ,Afflicted
4537,شارلوت 0000,شارلوت ,Charlotte
4538,ملفات 0000,ملفات ,Files
4539,تفاصيل 0000,تفاصيل ,details
4540,الرياضة 0000,الرياضة ,Sports
4541,أنهما 0000,أنهما ,They are
4542,أتعلمون 0000,أتعلمون ,You learn
4543,أردنا 0000,أردنا ,We wanted
4544,نيت 0000,نيت ,Nate
4545,مشترك 0000,مشترك ,subscriber
4546,أكلت 0000,أكلت ,Ate
4547,اليمنى 0000,اليمنى ,Right -wing
4548,محترف 0000,محترف ,professional
4549,بيتك 0000,بيتك ,B-Tech
4550,بايبر 0000,بايبر ,Pyper
4551,سروري 0000,سروري ,Pleasure
4552,اعذرني 0000,اعذرني ,Excuse me
4553,اعترف 0000,اعترف ,He confessed
4554,كيني 0000,كيني ,Kenyan
4555,كبيرا 0000,كبيرا ,Greatly
4556,فرانسيس 0000,فرانسيس ,Francis
4557,الأربعة 0000,الأربعة ,Four
4558,مجهول 0000,مجهول ,Unknown
4559,أبوك 0000,أبوك ,Your father
4560,آمين 0000,آمين ,Trustworthy
4561,أقضي 0000,أقضي ,Eliminate
4562,دوما 0000,دوما ,Always
4563,جعله 0000,جعله ,Make
4564,الرجاء 0000,الرجاء ,Please
4565,مبروك 0000,مبروك ,Congrats!
4566,أخمن 0000,أخمن ,I'm guessing
4567,البندقية 0000,البندقية ,Venice
4568,سأجد 0000,سأجد ,prostrate
4569,تشتري 0000,تشتري ,Bought
4570,الحدث 0000,الحدث ,the event
4571,أينما 0000,أينما ,wherever
4572,والت 0000,والت ,Wrap
4573,بنى 0000,بنى ,brown
4574,أصمت 0000,أصمت ,I am quiet
4575,إذ 0000,إذ ,so
4576,الجهة 0000,الجهة ,Entity
4577,المسار 0000,المسار ,Path
4578,تناولت 0000,تناولت ,I took
4579,العيون 0000,العيون ,the eyes
4580,جسد 0000,جسد ,body
4581,ايجاد 0000,ايجاد ,finding
4582,سيادة 0000,سيادة ,sovereignty
4583,الجبن 0000,الجبن ,Cheese
4584,الفطور 0000,الفطور ,Breakfast
4585,المسكينة 0000,المسكينة ,Poor
4586,الزجاج 0000,الزجاج ,the glass
4587,أوقات 0000,أوقات ,Time
4588,المدعي 0000,المدعي ,claimant
4589,تصريح 0000,تصريح ,a permit
4590,التدخين 0000,التدخين ,Smoking
4591,الجواب 0000,الجواب ,Answer
4592,ضروري 0000,ضروري ,Necessary
4593,سأموت 0000,سأموت ,I will die
4594,عيون 0000,عيون ,eyes
4595,لبقية 0000,لبقية ,For the rest
4596,فاشل 0000,فاشل ,failure
4597,اتصلي 0000,اتصلي ,Call
4598,أمانع 0000,أمانع ,Objection
4599,لنتحدث 0000,لنتحدث ,Let's talk
4600,شريكي 0000,شريكي ,Partner
4601,للعالم 0000,للعالم ,for the world
4602,متي 0000,متي ,When
4603,إنتظار 0000,إنتظار ,waiting
4604,شابة 0000,شابة ,Young
4605,ترون 0000,ترون ,You see
4606,محقق 0000,محقق ,investigator
4607,سمعنا 0000,سمعنا ,we heard
4608,التصديق 0000,التصديق ,Ratification
4609,إختبار 0000,إختبار ,a test
4610,تاجر 0000,تاجر ,merchant
4611,الفتيان 0000,الفتيان ,Boys
4612,فريدي 0000,فريدي ,Freded
4613,قميص 0000,قميص ,shirt
4614,سراح 0000,سراح ,Release
4615,الأمس 0000,الأمس ,yesterday
4616,براون 0000,براون ,Brown
4617,إدوارد 0000,إدوارد ,Edward
4618,اسمحوا 0000,اسمحوا ,Allow
4619,واين 0000,واين ,Wayne
4620,قالته 0000,قالته ,I said it
4621,اكره 0000,اكره ,I hate
4622,النقل 0000,النقل ,Transport
4623,مؤسف 0000,مؤسف ,regrettable
4624,مؤسسة 0000,مؤسسة ,Establishment
4625,أصعب 0000,أصعب ,Harder
4626,الخارجية 0000,الخارجية ,External
4627,فلماذا 0000,فلماذا ,So why
4628,روحي 0000,روحي ,my soul
4629,إخبار 0000,إخبار ,News
4630,لوري 0000,لوري ,Laurie
4631,إخرس 0000,إخرس ,silent
4632,وصول 0000,وصول ,Arrival
4633,الكاملة 0000,الكاملة ,Full
4634,الخريطة 0000,الخريطة ,the map
4635,النائب 0000,النائب ,deputy
4636,ركوب 0000,ركوب ,ride
4637,متعبة 0000,متعبة ,tired
4638,فرد 0000,فرد ,An individual
4639,بالسجن 0000,بالسجن ,Imprisonment
4640,سرير 0000,سرير ,bed
4641,الشخصي 0000,الشخصي ,Personal
4642,سأرى 0000,سأرى ,I will see
4643,مستعدين 0000,مستعدين ,Ready
4644,إسمها 0000,إسمها ,Her name
4645,القضايا 0000,القضايا ,Issues
4646,سيأخذ 0000,سيأخذ ,It will take
4647,أجب 0000,أجب ,Reply
4648,فيكتوريا 0000,فيكتوريا ,Victoria
4649,صاحبة 0000,صاحبة ,Owner
4650,لــ 0000,لــ ,For
4651,حر 0000,حر ,free
4652,هتلر 0000,هتلر ,Hitler
4653,خبير 0000,خبير ,expert
4654,العبث 0000,العبث ,Absurdity
4655,سيمون 0000,سيمون ,Simon
4656,خطأك 0000,خطأك ,Your mistake
4657,السقف 0000,السقف ,Roof
4658,النارية 0000,النارية ,Fiery
4659,اتفاق 0000,اتفاق ,an agreement
4660,تسألني 0000,تسألني ,You ask me
4661,الذاكرة 0000,الذاكرة ,memory
4662,جوزيف 0000,جوزيف ,Joseph
4663,النتيجة 0000,النتيجة ,The result
4664,وفى 0000,وفى ,In
4665,اللهي 0000,اللهي ,Lustful
4666,فماذا 0000,فماذا ,So what
4667,اخبر 0000,اخبر ,Tell
4668,نجعل 0000,نجعل ,We make
4669,اجلسي 0000,اجلسي ,Sit
4670,ربحت 0000,ربحت ,Fabricate
4671,مصاص 0000,مصاص ,sucker
4672,رفيقي 0000,رفيقي ,My companion
4673,اسمعوا 0000,اسمعوا ,Listen
4674,كلامي 0000,كلامي ,Rhetoric
4675,تكلمت 0000,تكلمت ,I spoke
4676,مو 0000,مو ,Not
4677,جراحة 0000,جراحة ,surgery
4678,القذرة 0000,القذرة ,Dirty
4679,لنخرج 0000,لنخرج ,let's go out
4680,البيع 0000,البيع ,Sale
4681,كات 0000,كات ,Kat
4682,تدور 0000,تدور ,Spin
4683,عقل 0000,عقل ,mind
4684,فرصه 0000,فرصه ,Chance
4685,وجهها 0000,وجهها ,Face
4686,الينا 0000,الينا ,To us
4687,حظيت 0000,حظيت ,You have
4688,ترتيب 0000,ترتيب ,ranking
4689,ستيوارت 0000,ستيوارت ,Stewart
4690,احضرت 0000,احضرت ,I brought
4691,يؤلم 0000,يؤلم ,Hurts
4692,جرعة 0000,جرعة ,dose
4693,للدخول 0000,للدخول ,To enter
4694,ممن 0000,ممن ,of whom
4695,عشت 0000,عشت ,I lived
4696,التواجد 0000,التواجد ,Existence
4697,تنوي 0000,تنوي ,Intend
4698,القطط 0000,القطط ,the cats
4699,ياسيدي 0000,ياسيدي ,Sir
4700,معرض 0000,معرض ,Exhibition
4701,أرقام 0000,أرقام ,numbers
4702,شارلي 0000,شارلي ,Charlie
4703,السلة 0000,السلة ,Basket
4704,بالخلف 0000,بالخلف ,Backward
4705,حقوق 0000,حقوق ,rights
4706,الساعه 0000,الساعه ,the hour
4707,الوطني 0000,الوطني ,the National
4708,الخزانة 0000,الخزانة ,Cabinet
4709,الجرح 0000,الجرح ,the wound
4710,يثبت 0000,يثبت ,Proven
4711,الحاجة 0000,الحاجة ,the need
4712,ستيفان 0000,ستيفان ,Stephen
4713,المثير 0000,المثير ,Exciting
4714,أقتلك 0000,أقتلك ,Kill you
4715,إبنك 0000,إبنك ,your son
4716,نتوقف 0000,نتوقف ,We stop
4717,بعودتك 0000,بعودتك ,Return you
4718,بويد 0000,بويد ,Paid
4719,حولها 0000,حولها ,Convert
4720,مساعدتنا 0000,مساعدتنا ,Our help
4721,يكونون 0000,يكونون ,They are
4722,أدين 0000,أدين ,Condemn
4723,الاخرى 0000,الاخرى ,The other
4724,جودي 0000,جودي ,Judy
4725,البساطة 0000,البساطة ,Simplicity
4726,مارأيك 0000,مارأيك ,What's your opinion
4727,الوحوش 0000,الوحوش ,Monsters
4728,ثانيه 0000,ثانيه ,second
4729,نبيذ 0000,نبيذ ,wine
4730,للسيد 0000,للسيد ,For the master
4731,كـل 0000,كـل ,All
4732,الكبار 0000,الكبار ,grown ups
4733,ماي 0000,ماي ,water
4734,يؤثر 0000,يؤثر ,impact
4735,مبلغ 0000,مبلغ ,amount
4736,الغالب 0000,الغالب ,Predominantly
4737,متر 0000,متر ,meter
4738,ألمانيا 0000,ألمانيا ,Germany
4739,الشرعي 0000,الشرعي ,Legitimacy
4740,وهى 0000,وهى ,Which
4741,افعله 0000,افعله ,Do it
4742,بشخص 0000,بشخص ,In person
4743,القطعة 0000,القطعة ,Plot
4744,تخاف 0000,تخاف ,Fear
4745,الداخلي 0000,الداخلي ,Internal
4746,لغة 0000,لغة ,language
4747,نوبة 0000,نوبة ,fit
4748,الطلب 0000,الطلب ,the demand
4749,الخاصه 0000,الخاصه ,Special
4750,أشرح 0000,أشرح ,explain
4751,الدراجة 0000,الدراجة ,bicycle
4752,القميص 0000,القميص ,the T-shirt
4753,دو 0000,دو ,Dawn
4754,بأخذ 0000,بأخذ ,Take
4755,d 0000,d ,D
4756,صديقه 0000,صديقه ,Girlfriend
4757,مزاج 0000,مزاج ,mood
4758,للرجل 0000,للرجل ,For a man
4759,روني 0000,روني ,Ronnie
4760,رجاءا 0000,رجاءا ,Please
4761,الناحية 0000,الناحية ,side
4762,يضحك 0000,يضحك ,Laugh
4763,الصفحة 0000,الصفحة ,the page
4764,اخرجي 0000,اخرجي ,Take out
4765,ساحر 0000,ساحر ,Wizard
4766,التجربة 0000,التجربة ,Experience
4767,ويبدو 0000,ويبدو ,It appears
4768,وحدها 0000,وحدها ,Alone
4769,أخذوا 0000,أخذوا ,They took
4770,منهما 0000,منهما ,who are they
4771,كولونيل 0000,كولونيل ,colonel
4772,لإعادة 0000,لإعادة ,To repeat
4773,أقصى 0000,أقصى ,Maximum
4774,مشتبه 0000,مشتبه ,Suspect
4775,مـع 0000,مـع ,With with
4776,بيري 0000,بيري ,Pyrene
4777,النيل 0000,النيل ,Nile
4778,عملها 0000,عملها ,her job
4779,أحتاجه 0000,أحتاجه ,I need it
4780,be 0000,be ,Be
4781,أمان 0000,أمان ,safety
4782,إغلاق 0000,إغلاق ,Close
4783,صفحة 0000,صفحة ,page
4784,هاتفه 0000,هاتفه ,His phone
4785,لكـن 0000,لكـن ,However
4786,تذاكر 0000,تذاكر ,Tickets
4787,إجابة 0000,إجابة ,Answer
4788,رئيسة 0000,رئيسة ,Chief
4789,سأطلب 0000,سأطلب ,I will ask
4790,أطلقوا 0000,أطلقوا ,They released
4791,جسدك 0000,جسدك ,Your body
4792,يرسل 0000,يرسل ,Sends
4793,بريد 0000,بريد ,Mail
4794,توقع 0000,توقع ,anticipation
4795,جاستن 0000,جاستن ,Justin
4796,ابتعدوا 0000,ابتعدوا ,Get away
4797,طبيعة 0000,طبيعة ,nature
4798,يفتح 0000,يفتح ,Opens
4799,رعاية 0000,رعاية ,Care
4800,يسقط 0000,يسقط ,Drops
4801,سحر 0000,سحر ,Charm
4802,نفعلها 0000,نفعلها ,Do it
4803,دراجة 0000,دراجة ,bike
4804,الإنجليزية 0000,الإنجليزية ,English
4805,روث 0000,روث ,dung
4806,كاي 0000,كاي ,Kay
4807,no 0000,no ,No
4808,نحتاجه 0000,نحتاجه ,We need it
4809,الدقيقة 0000,الدقيقة ,Minute
4810,حبك 0000,حبك ,Crochet
4811,أنـت 0000,أنـت ,You
4812,بصمات 0000,بصمات ,Fingerprints
4813,ساعديني 0000,ساعديني ,help me
4814,المجنونة 0000,المجنونة ,Crazy
4815,طبيبة 0000,طبيبة ,female doctor
4816,يجعله 0000,يجعله ,It makes it
4817,التعبير 0000,التعبير ,Expression
4818,أقابل 0000,أقابل ,Meet
4819,الأحذية 0000,الأحذية ,the shoes
4820,الجمهور 0000,الجمهور ,The audience
4821,الضرر 0000,الضرر ,Harm
4822,اللذي 0000,اللذي ,That
4823,سعدت 0000,سعدت ,I am happy
4824,المثالي 0000,المثالي ,ideal
4825,وضعه 0000,وضعه ,Developed
4826,الغربي 0000,الغربي ,western
4827,يستمع 0000,يستمع ,He listens
4828,بجانبي 0000,بجانبي ,Beside me
4829,المجرمين 0000,المجرمين ,Criminals
4830,تبحثين 0000,تبحثين ,You are looking
4831,مفيد 0000,مفيد ,useful
4832,البطاقة 0000,البطاقة ,the card
4833,ريان 0000,ريان ,Rayan
4834,معدل 0000,معدل ,modified
4835,خذه 0000,خذه ,Take it
4836,الغرف 0000,الغرف ,the rooms
4837,كريستين 0000,كريستين ,Christine
4838,المثيرة 0000,المثيرة ,stunts
4839,موريس 0000,موريس ,Morris
4840,يثير 0000,يثير ,Raised
4841,راين 0000,راين ,Ray
4842,أظنك 0000,أظنك ,I think you
4843,لهناك 0000,لهناك ,There
4844,جان 0000,جان ,Jan
4845,الفيروس 0000,الفيروس ,Virus
4846,ثقة 0000,ثقة ,trust
4847,بالتحدث 0000,بالتحدث ,Talking
4848,تأخر 0000,تأخر ,Lateness
4849,الفائز 0000,الفائز ,winner
4850,نأكل 0000,نأكل ,We eat
4851,سير 0000,سير ,walk
4852,الزرقاء 0000,الزرقاء ,Blue
4853,نترك 0000,نترك ,Leave
4854,ارحل 0000,ارحل ,Get out
4855,ورق 0000,ورق ,paper
4856,إذهبوا 0000,إذهبوا ,Go
4857,أخى 0000,أخى ,my brother
4858,مريح 0000,مريح ,relaxing
4859,أستمر 0000,أستمر ,continue
4860,سليم 0000,سليم ,Salim
4861,متأخرة 0000,متأخرة ,late
4862,قلتها 0000,قلتها ,I said it
4863,كانو 0000,كانو ,Kant
4864,وعندها 0000,وعندها ,And then
4865,سأخذ 0000,سأخذ ,I'll take
4866,مدرب 0000,مدرب ,Coach
4867,الموظفين 0000,الموظفين ,employees
4868,أري 0000,أري ,I see
4869,الجدد 0000,الجدد ,New
4870,التقدم 0000,التقدم ,Progress
4871,هان 0000,هان ,Han
4872,بحرية 0000,بحرية ,free
4873,أصدقك 0000,أصدقك ,I believe you
4874,والدته 0000,والدته ,His mother
4875,الحاضر 0000,الحاضر ,the present
4876,نموت 0000,نموت ,We die
4877,الإله 0000,الإله ,god
4878,أردته 0000,أردته ,I wanted him
4879,اخترت 0000,اخترت ,I chose
4880,فـ 0000,فـ ,F
4881,تقدر 0000,تقدر ,Estimated
4882,القرد 0000,القرد ,Monkey
4883,سكان 0000,سكان ,population
4884,ريكي 0000,ريكي ,Riki
4885,سأبدأ 0000,سأبدأ ,I will start
4886,الجندي 0000,الجندي ,Soldier
4887,حاولوا 0000,حاولوا ,Try
4888,بريك 0000,بريك ,Break
4889,سنحصل 0000,سنحصل ,We will get
4890,الوزراء 0000,الوزراء ,Minister
4891,الجنسي 0000,الجنسي ,Sexual
4892,اعتدت 0000,اعتدت ,I used to
4893,ساخن 0000,ساخن ,hot
4894,جميعها 0000,جميعها ,all of them
4895,أتعامل 0000,أتعامل ,I deal with
4896,الدب 0000,الدب ,The bear
4897,رأسها 0000,رأسها ,Her head
4898,عاصفة 0000,عاصفة ,Storm
4899,أمره 0000,أمره ,Command
4900,أتركك 0000,أتركك ,I leave you
4901,أنفسكم 0000,أنفسكم ,yourselves
4902,قاسي 0000,قاسي ,cruel
4903,حظا 0000,حظا ,Goodness
4904,تقابل 0000,تقابل ,meet
4905,القفز 0000,القفز ,Jumping
4906,سادة 0000,سادة ,Masters
4907,راقب 0000,راقب ,Watch
4908,القضاء 0000,القضاء ,Judiciary
4909,بالغ 0000,بالغ ,Adult
4910,الملعب 0000,الملعب ,Stadium
4911,محرج 0000,محرج ,embarrassed
4912,رسم 0000,رسم ,fee
4913,كرسي 0000,كرسي ,chair
4914,الحجر 0000,الحجر ,Stone
4915,حقيبتي 0000,حقيبتي ,My bag
4916,يقوموا 0000,يقوموا ,They do
4917,والسعة 0000,والسعة ,And capacity
4918,بجانبك 0000,بجانبك ,Next to you
4919,معينة 0000,معينة ,Certain
4920,مولاي 0000,مولاي ,Moulay
4921,غيبز 0000,غيبز ,Gypsum
4922,الولادة 0000,الولادة ,Birth
4923,طرد 0000,طرد ,eviction
4924,إله 0000,إله ,Machine
4925,يقترب 0000,يقترب ,Approaching
4926,البنت 0000,البنت ,Girl
